SPBC16H5.08c,SPBC16H5.08c
Kiaa0124,Bop1
mKIAA0124,Bop1
4EHP,EIF4E2
4E-HP,4EHP
CG10716,Syx1A
CG33100,4EHP
CT30033,Syx1A
DmelCG33100,4EHP
d4EHP,4EHP
eIF4E-8,4EHP
Phldb2,Phldb2
AV253284,Phldb2
C820004H04Rik,Phldb2
LL5b,PHLDB2
LL5beta,PHLDB2
SGMS1-AS1,SGMS1-AS1
CG14277,CG14277
DmelCG14277,CG14277
FZD8,FZD8
FZ-8,FZD8
hFZ8,FZD8
polr1c,polr1c
rpa39,polr1c
rpa40,polr1c
rpa5,polr1c
rpac1,polr1c
CHMP3,CHMP3
NEDF,Chmp3
VPS24,VPS24
vab-19,vab-19
CELE_T22D2.1,vab-19
"scaRNA:MeU5-G38","scaRNA:MeU5-G38"
CR43572,"scaRNA:MeU5-G38"
DmelCR43572,"scaRNA:MeU5-G38"
mgU5-38,"scaRNA:MeU5-G38"
"scaRNA:mgU5-38","scaRNA:MeU5-G38"
"scaRNA:pit-a","scaRNA:MeU5-G38"
CG6362,CG6362
DmelCG6362,CG6362
"EG:52C10.6",CG6362
UGT1A10,UGT1A10
UGT-1J,UGT1A10
UGT1-10,UGT1A10
UGT1.10,UGT1A10
UGT1J,UGT1A10
C45G9.7,C45G9.7
SLC26A5,SLC26A5
DFNB61,SLC26A5
PRES,SLC26A5
PXK,PXK
MONaKA,Pxk
YMR130W,YMR130W
ubc-22,ubc-22
CELE_C06E2.7,ubc-22
W,Kit
CG5123,W
DmelCG5123,W
HID,GJB2
Hid1,Hid1
his,Hal
"l(3)05014",W
CG8177,CG8177
"BcDNA:RE59468",CG8177
DAE,CG8177
DmelCG8177,CG8177
"anon-EST:Posey259",CG8177
Grin2a,Grin2a
GluN2A,GRIN2A
NMDAR2A,GRIN2A
NR2A,GRIN2A
GHITM,GHITM
DERP2,GHITM
HSPC282,GHITM
MICS1,Ghitm
PTD010,Ghitm
TMBIM5,GHITM
Crag,Agap3
CG12737,Crag
CJ,Crag
DmelCG12737,Crag
SLC35F5,SLC35F5
dcc1,dcc1
beat-Ic,beat-Ic
"BG:DS00913.1",beat-Ic
CG4838,beat-Ic
CT15531,beat-Ic
DmelCG4838,beat-Ic
beat Ic,beat-Ic
beat-C,beat-Ic
TRGV7,TRGV7
TCRGV7,TRGV7
V1S7P,TRGV7
CG31952,CG31952
"BcDNA:AT14709",CG31952
CG15413,CG31952
DmelCG31952,CG31952
SLC17A5,SLC17A5
AST,SLC17A5
ISSD,SLC17A5
NSD,SLC17A5
SD,RANGAP1
SIALIN,SLC17A5
SIASD,SLC17A5
SLD,SLC17A5
SDH8,SDH8
FMP21,SDH8
Slc4a2,Slc4a2
Ae2,Slc4a2
B3RP,Slc4a2
Cops8,Cops8
9430009J09Rik,Cops8
AA408242,Cops8
Csn8,Cops8
Sgn8,Cops8
spin,spin
25/11,spin
CG8428,spin
DmelCG8428,spin
bnch,spin
"l(2)10403",spin
"l(2)W5",spin
"l(2)k02511",spin
"l(2)k09905",spin
"l(2R)W5",spin
FBXO31,FBXO31
FBX14,FBXO31
FBXO14,fsd
Fbx31,FBXO31
MRT45,FBXO31
TMEM126B,TMEM126B
dcd,dcd
Hmg20a,Hmg20a
1200004E06Rik,Hmg20a
5730490E10Rik,Hmg20a
Hmgxb1,Hmg20a
Ibraf,Hmg20a
HLA-C,HLA-C
D6S204,HLA-C
HLA-JY3,HLA-C
HLC-C,HLA-C
PSORS1,HLA-C
dvc-1,dvc-1
T19B10.6,dvc-1
NLN,NLN
AGTBP,NLN
EP24.16,NLN
MEP,CTSL
MOP,OPN4
PFI0175w,PFI0175w
myo2,myo2
rng5,myo2
Ptth,Ptth
CG13687,Ptth
DmelCG13687,Ptth
phm,ph-d
UBE2Z,UBE2Z
USE1,USE1
cspE,cspE
G6pc,G6pc
G6Pase,G6pc
CG12672,CG12672
DmelCG12672,CG12672
KLHL35,ENC1
gei-3,gei-3
Gspt1,Gspt1
AI314175,Gspt1
AI326449,Gspt1
AV307676,Gspt1
C79774,Gspt1
G1st,Gspt1
Gst-1,Gspt1
gcy-31,gcy-31
MLO5,MLO5
ATMLO5,MLO5
F4P9.44,MLO5
F4P9_44,MLO5
MILDEW RESISTANCE LOCUS O 5,MLO5
picalm.2,picalm.2
calm,picalm.2
clth,picalm.2
lap,lap
rim1,rim1
C01B7.5,C01B7.5
MAP1LC3A,MAP1LC3A
ATG8E,ATG8E
LC3,Atg8a
LC3A,MAP1LC3A
MAP1ALC3,MAP1LC3A
MAP1BLC3,MAP1LC3A
SPAC1B3.08,SPAC1B3.08
Apod,vegt-b
AOPDGN,Apod
ygiT,mqsA
CG13705,CG13705
CG13705-PA,CG13705
DmelCG13705,CG13705
smtA,smtA
topA,topA
Fcho2,Fcho2
5832424M12Rik,Fcho2
AA387320,Fcho2
PFL2095w,PFL2095w
PF14_0517,PF14_0517
SPAC25B8.18,SPAC25B8.18
MAPKAP1,MAPKAP1
JC310,MAPKAP1
MIP1,TNPO1
SIN1,SPT2
SIN1b,MAPKAP1
SIN1g,MAPKAP1
PF11_0160,PF11_0160
Srcap,Srcap
B930091H02Rik,Srcap
D030022P06Rik,Srcap
F630004O05Rik,Srcap
RPT4,RPT4
CRL13,RPT4
L000000413,RPT4
L000003107,RPT4
L000003423,RPT4
PCS1,RPT4
SUG2,PSMC6
proteasome regulatory particle base subunit RPT4,RPT4
LOC238440,LOC238440
AT5G61470,AT5G61470
MCI2.3,AT5G61470
MCI2_3,AT5G61470
AT1G55880,AT1G55880
F14J16.13,AT1G55880
F14J16_13,AT1G55880
CG11771,CG11771
DmelCG11771,CG11771
"anon-EST:Posey100",CG11771
P4HA1,P4HA1
P4HA,P4HA1
H2AXA,H2AXA
F7G19.24,H2AXA
F7G19_24,H2AXA
G-H2AX,GAMMA-H2AX
GAMMA H2AX,GAMMA-H2AX
GAMMA-H2AX,GAMMA-H2AX
HTA5,H2AXA
gamma histone variant H2AX,GAMMA-H2AX
histone H2A 5,H2AXA
F19F10.12,F19F10.12
CELE_F19F10.12,F19F10.12
Gramd1a,Gramd1a
1300003M23Rik,Gramd1a
AI415002,Gramd1a
AW547240,Gramd1a
D7Bwg0611e,Gramd1a
CG6195,CG6195
"BEST:GH15838",CG6195
DmelCG6195,CG6195
Oaz3,Oaz3
AZ3,OAZ3
Az-3,Oaz3
Oaz-t,Oaz3
PF10_0358,PF10_0358
Pou6f1,Pou6f1
2310038G18Rik,Pou6f1
Brn5.0,Pou6f1
C79593,Pou6f1
Emb,Emb
cns-1,Pou6f1
PFE0450w,PFE0450w
Lrrc4c,Lrrc4c
6430556C10Rik,Lrrc4c
NGL-1,LRRC4C
TAS2R60,TAS2R60
T2R56,TAS2R20
T2R60,TAS2R60
Cd79a,Cd79a
Ig-alpha,Cd79a
Iga,Cd79a
Igalpha,Cd79a
Ly-54,Cd79a
Ly54,Cd79a
mb-1,Cd79a
PP5.2,PP5.2
F7D19.19,PP5.2
F7D19_19,PP5.2
PAPP5,PP5.2
PP5,PPP5C
PROTEIN PHOSPHATASE 5,PP5.2
protein phosphatase 5.2,PP5.2
kdsA,kdsA
kin-15,kin-15
AT3G56060,AT3G56060
TP53I13,TP53I13
DSCP1,TP53I13
Itga1,Itga1
CD49A,Itga1
E130012M19Rik,Itga1
Vla1,Itga1
PGD,Phgdh
6PGD,Pgd
CAPZA3,CAPZA3
CAPPA3,CAPZA3
Gsg3,CAPZA3
FUOM,FUOM
C10orf125,FUOM
FUCU,FUOM
FucM,FUOM
AT3G49350,AT3G49350
CG14446,CG14446
DmelCG14446,CG14446
MRE2,NAM8
lincRNA.S8753,CG14446
HMGB4,HMGB4
dJ1007G16.5,HMGB4
Isoc1,Isoc1
2610034N03Rik,Isoc1
LRRC42,LRRC42
dJ167A19.4,LRRC42
Cdc25a,Cdc25a
T05G5.9,T05G5.9
asparagine-synthetase,asparagine-synthetase
CG33486,asparagine-synthetase
DmelCG33486,asparagine-synthetase
NAT4,NAT4
NAA40,NAA40
EfSec,EfSec
CG9841,EfSec
DmelCG9841,EfSec
Eftu,Eif1a
SelB/eEFsec,EfSec
dEFsec,EfSec
deEFsec,EfSec
eEFsec,EfSec
Epx,Epx
EPO,EPX
yiaM,yiaM
Vps37B,Vps37B
CG1115,Vps37B
DmVPS37,Vps37B
DmelCG1115,Vps37B
Vps37,"mod(r)"
Cuedc1,Cuedc1
AI841487,Cuedc1
C330016O16Rik,Cuedc1
AT3G60400,AT3G60400
SCYL2,CCL14
CVAK104,Scyl2
SWD2,WDR82
CPS35,SWD2
SAF37,SWD2
CHR17,CHR17
T1A4.2,CHR17
chromatin remodeling factor17,CHR17
Xpnpep1,Xpnpep1
D230045I08Rik,Xpnpep1
sAMP,Xpnpep1
ARL17A,ARL17A
ARF1P2,ARL17A
ARL17P1,ARL17A
Os01g0905800,Os01g0905800
CXE17,CXE17
AtCXE17,CXE17
F1N13.220,CXE17
F1N13_220,CXE17
carboxyesterase 17,CXE17
Tctn2,Tctn2
4432405B04Rik,Tctn2
Tect2,Tctn2
mino,mino
152088_at,mino
"BcDNA:GH07066",mino
CG5508,mino
DmelCG5508,mino
GPAT1,Gpam
YKL063C,YKL063C
CD93,CD93
C1QR1,CD93
"C1qR(P)",CD93
C1qRP,CD93
CDw93,CD93
ECSM3,CD93
MXRA4,CD93
dJ737E23.1,CD93
HIST1H3E,HIST1H3E
H3.1,Hist1h3e
H3/d,HIST1H3E
H3FD,HIST1H3E
CG12970,CG12970
DmelCG12970,CG12970
AT2G01818,AT2G01818
RPL5B,RPL2A
MKM21.30,RPL5B
MKM21_30,RPL5B
OLI7,RPL5B
OLIGOCELLULA 7,RPL5B
ribosomal protein L5 B,RPL5B
SSNA1,SSNA1
N14,Clptm1
NA-14,SSNA1
NA14,Ssna1
BAIAP2L1,BAIAP2L1
IRTKS,Baiap2l1
CG6379,CG6379
DmelCG6379,CG6379
SNORD20,SNORD20
RNU20,SNORD20
U20,SNORD20
ZKSCAN5,ZKSCAN5
ZFP95,ZKSCAN5
ZNF914,ZKSCAN5
ZSCAN37,ZKSCAN5
Ir56b,Ir56b
CG15121,Ir56b
DmelCG15121,Ir56b
DmelIR56b,Ir56b
MIR663AHG,MIR663AHG
Nt5dc3,Nt5dc3
AU040402,Nt5dc3
AW540062,Nt5dc3
C630002B14Rik,Nt5dc3
TU12B1-TY,NT5DC3
K11H12.7,K11H12.7
Lst8,Lst8
CG3004,Lst8
DmelCG3004,Lst8
Gbl,Mlst8
dGbetaL,Lst8
dLST8,Lst8
ftsh10,ftsh10
F22G5.10,ftsh10
F22G5_10,ftsh10
FTSH protease 10,ftsh10
IL7,IL7
IL-7,IL7
comt-3,comt-3
CELE_Y40B10A.2,comt-3
TRFL9,TRFL9
ATTBP2,TBP2
TELOMERIC DNA-BINDING PROTEIN 2,TRFL9
TRF-like 9,TRFL9
Chmp3,Chmp3
25.1,Chmp3
4921505F14Rik,Chmp3
9130011K15Rik,Chmp3
CGI-49,Chmp3
D6Ertd286e,Chmp3
Vps24,Vps24
Rab8b,Rab8b
5930437D16,Rab8b
D330025I23Rik,Rab8b
fh,fh
"BcDNA:AT09528",fh
CG8971,fh
DFH,fh
DmelCG8971,fh
X25,Fxn
CG4091,CG4091
DmelCG4091,CG4091
TOM7,TOMM7
L000003250,TOM7
MOM7,TOM7
YOK22,TOM7
M01F1.3,M01F1.3
AFAP1L1,AFAP1L1
SLC5A10,SLC5A10
SGLT-5,SLC5A10
SGLT5,SLC5A10
YFH1,YFH1
L000003525,YFH1
Olfm3,Olfm3
B230206G02Rik,Olfm3
K04H4.5,K04H4.5
AGPAT6,AGPAT6
1-AGPAT 6,AGPAT6
LPAAT-zeta,AGPAT6
LPAATZ,AGPAT6
TSARG7,AGPAT6
CG10505,CG10505
Dme_CG10505,CG10505
DmelCG10505,CG10505
ubr-5,ubr-5
F36A2.13,ubr-5
PKP4,PKP4
p0071,Pkp4
AT2G35840,AT2G35840
F11F19.25,AT2G35840
F11F19_25,AT2G35840
PEX32,PEX32
NBP35,NUBP1
L000003338,NBP35
Gr43a,Gr43a
43C.1,Gr43a
43C1,Gr43a
CG1712,Gr43a
DmGr43a,Gr43a
DmelCG1712,Gr43a
GR43C.1,Gr43a
Gr43C1,Gr43a
LOC100131294,LOC100131294
HMGCLL1,HMGCLL1
bA418P12.1,HMGCLL1
er-cHL,HMGCLL1
PFD0080c,PFD0080c
Plin4,Plin4
S3-12,PLIN4
mKIAA1881,Plin4
Y39H10A.6,Y39H10A.6
TXNDC5,TXNDC5
ENDOPDI,TXNDC5
ERP46,TXNDC5
HCC-2,MRPS11
PDIA15,TXNDC5
STRF8,TXNDC5
UNQ364,TXNDC5
Klb,Klb
AV071179,Klb
betaKlotho,Klb
bab1,bab1
BAB,bab2
CG13910,bab1
CG9097,bab1
DmelCG9097,bab1
anon-WO0118547.639,bab1
bab-I,bab1
bric-a-brac,bab1
C5orf28,C5orf28
YSL3,YSL3
ATYSL3,YSL3
MNC6.9,YSL3
MNC6_9,YSL3
YELLOW STRIPE LIKE 3,YSL3
Nop17l,Nop17l
CG1553,Nop17l
DmelCG1553,Nop17l
Pramel1,Pramel1
rpk,rpk
CG1058,rpk
DmelCG1058,rpk
GNaC1,rpk
dGNaC1,rpk
ppk2,tea5
AT1G76170,AT1G76170
T23E18.11,AT1G76170
T23E18_11,AT1G76170
Mtf2,Mtf2
9230112N11Rik,Mtf2
AA537621,Mtf2
C76717,Mtf2
M96,Mtf2
Pcl2,Mtf2
nod1,nod1
SPAC12B10.10,nod1
eat-16,eat-16
ERN2,ERN2
IRE1-BETA,ERN2
IRE1b,ERN2
CG14062,CG14062
DmelCG14062,CG14062
LP23408p,CG14062
AT1G31050,AT1G31050
F17F8.3,AT1G31050
zip-4,zip-4
CG14864,CG14864
"BcDNA:AT13896",CG14864
DmelCG14864,CG14864
IRF2,IRF2
IRF-2,IRF2
mrpl-17,mrpl-17
CELE_Y54E10A.7,mrpl-17
VPS30,BECN1
APG6,CLPB3
ATG6,BECN1
L000003545,VPS30
VPT30,VPS30
thk-1,thk-1
Hoxd9,Hoxd9
Hox-4.4,HOXD10
Hox-5.2,HOXD9
CG13690,CG13690
DmelCG13690,CG13690
CG32086,CG32086
CG6100,CG32086
DmelCG32086,CG32086
ptps-1,ptps-1
TBCE,TBCE
HRD,HRD
KCS,TBCE
KCS1,KCS1
pac2,pac2
TSTA3,TSTA3
FX,TMSB4X
P35B,TSTA3
SDR4E1,TSTA3
Tlr11,Tlr11
Gm287,Tlr11
EIF2,Gcn2
Arabidopsis thaliana eukaryotic translation initiation factor 3 subunit F,EIF2
AteIF3f,EIF2
T28M21.15,EIF2
T28M21_15,EIF2
TRANSLATION INITIATION FACTOR EIF2 P47 SUBUNIT HOMOLOG,EIF2
eIF3F,EIF2
eukaryotic translation initiation factor 2,EIF2
eukaryotic translation initiation factor 3 subunit F,EIF2
awd,awd
1084/08,awd
"BcDNA:GM19775",awd
"BcDNA:RH27794",awd
CG2210,awd
DmelCG2210,awd
K-pn,awd
Kpn,awd
NDKB,NME2
NDPK,awd
Nm23/awd,awd
"anon-EST:Liang-2.27",awd
"anon-EST:Liang-2.28",awd
anon-WO0172774.80,awd
anon-WO0172774.82,awd
clone 2.27,awd
clone 2.28,awd
"e(shi)A",awd
eshiA,awd
"l(3)L8700",awd
"l(3)j2A4",awd
ZNF765,ZNF765
syx-17,syx-17
CELE_VF39H2L.1,syx-17
UL56,UL56
IRC23,IRC23
Plcg1,Plcg1
PPLCA,Plcg1
TTL,LINC00598
MCK7.9,TTL
MCK7_9,TTL
transthyretin-like protein,TTL
rad23b,rad23b
MED18,SRB5
CG14802,MED18
DmelCG14802,MED18
"EG:63B12.13",MED18
Srb5/Med28b,MED18
dp28b,MED18
p28,PSMD10
p28/CG14802,MED18
GUSBP3,GUSBP3
CYCD4;2,CYCD4;2
F12B17.210,CYCD4;2
F12B17_210,CYCD4;2
cyclin d4;2,CYCD4;2
AT5G51570,AT5G51570
K17N15.12,AT5G51570
K17N15_12,AT5G51570
Tppp3,Tppp3
CGI-38,Tppp3
RGD1305061,Tppp3
CRYBA2,CRYBA2
CTRCT42,CRYBA2
Krt82,Krt82
Krt2-20,Krt82
FBXO6,CG6758
FBG2,Fbxo6
FBS2,FBXO6
FBX6,FBXO6
Fbx6b,Fbxo6
ARF17,ARF17
F28K19.6,ARF17
F28K19_6,ARF17
auxin response factor 17,ARF17
accB,accB
Phlda1,Phlda1
DT1P1B11,PHLDA1
TDAG51,PHLDA1
Tdag,Phlda1
FBXL15,jet
FBXO37,FBXL15
Fbl15,FBXL15
JET,FBXL15
PSD,PSD
Pik3cg,Pik3cg
5830428L06Rik,Pik3cg
PI3Kgamma,PIK3CG
p110gamma,PIK3CG
PFE0375w,PFE0375w
SWSAP1,SWSAP1
C19orf39,SWSAP1
SWS1AP1,SWSAP1
ZSWIM7AP1,SWSAP1
D1022.4,D1022.4
AT4G31340,AT4G31340
F8F16.160,AT4G31340
F8F16_160,AT4G31340
EMID1,EMID1
EMI5,SDH5
EMU1,EMID1
Mlc2,Mylpf
CG2184,Mlc2
DmMLC2,Mlc2
DmelCG2184,Mlc2
Dmlc,Mlc2
Dmlc2,Mlc2
"Ifm(3)99Eb",Mlc2
LC2,Tcte3
MLC,sqh
MLC 2,Mlc2
MLC-2,Mylpf
MRLC,sqh
MYL2,MYL2
RLC,sqh
RLC2,Mlc2
dro MLC-2,Mlc2
"l(3)99Eb",Mlc2
CG2010,CG2010
DmelCG2010,CG2010
FBXL3,FBXL3
FAM101B,FAM101B
CFM1,FAM101B
Os01g0292200,Os01g0292200
AT2G20380,AT2G20380
F11A3.7,AT2G20380
F11A3_7,AT2G20380
Crym,Crym
VAX1,VAX1
MCOPS11,VAX1
SPAC8E11.10,SPAC8E11.10
CG15705,CG15705
DmelCG15705,CG15705
Tlr1,Tlr1
LRRC75B,LRRC75B
C22orf36,LRRC75B
FAM211B,LRRC75B
DYNC1I1,DYNC1I1
DNCI1,DYNC1I1
DNCIC1,DYNC1I1
KIAA1257,KIAA1257
elb-1,elb-1
3L686,elb-1
CELE_Y41C4A.10,elb-1
for3,for3
K08F11.2,K08F11.2
CELE_K08F11.2,K08F11.2
AT4G10600,AT4G10600
T4F9.60,AT4G10600
T4F9_60,AT4G10600
rpl15,rpl15
sec31b,sec31b
astB,astB
AT2G30320,AT2G30320
T9D9.13,AT2G30320
T9D9_13,AT2G30320
MIR6505,MIR6505
hsa-mir-6505,MIR6505
wntD,wntD
CG8458,wntD
DWnt-8,wntD
DWnt8,wntD
Dm DWnt8,wntD
DmelCG8458,wntD
Wnt8,wntD
dnm1,dnm1
ZNF792,ZNF792
NR4A2,NR4A2
HZF-3,Nr4a2
NOT,Nr4a2
NURR1,NR4A2
RNR1,RnrL
TINUR,Nr4a2
DCAF13,DCAF13
GM83,DCAF13
WDSOF1,DCAF13
Tgtp1,Tgtp1
Gtp2,Tgtp1
Irgb6,Tgtp1
Mg21,Tgtp1
Tgtp,Tgtp1
CD99P1,CD99P1
CD99L1,CD99P1
CXYorf12,CD99P1
MIC2R,CD99P1
NCRNA00103,CD99P1
nhr-165,nhr-165
CELE_C47F8.2,nhr-165
Os01g0959900,Os01g0959900
ITGA5,ITGA5
CD49e,ITGA5
FNRA,ITGA5
VLA5A,ITGA5
ap1m2,ap1m2
ap1m1,ap1m1
F38H4.5,F38H4.5
ROF2,ROF2
ATFKBP65,ROF2
FKBP65,Fkbp10
K15N18.12,ROF2
K15N18_12,ROF2
CALCA,CALCA
CALC1,CALCA
CGRP,S100A12
CGRP-I,CALCA
CGRP1,CALCA
CT,PCYT1A
KC,CALCA
C9orf106,C9orf106
bA65J3.5,C9orf106
Gnai3,Gnai3
GIP3A,Gnai3
crn-3,crn-3
RPL14A,RPL14A
L000002706,RPL14A
L14A,RPL14A
L14e,RPL14B
ribosomal 60S subunit protein L14A,RPL14A
Gjc2,Gjc2
Cx47,GJC2
Gja12,Gjc2
MTQ1,HEMK1
JPH1,JPH1
JP-1,JPH1
JP1,JPH1
ECM1,ECM1
L000003052,ECM1
cynS,cynS
RCE1,FACE2
L000004125,RCE1
C2orf78,C2orf78
COG5373,C2orf78
hCG1989538,C2orf78
IGHV4-31,IGHV4-31
IGHV431,IGHV4-31
Unc13a,Unc13b
Munc13-1,UNC13A
Unc13h1,Unc13b
C22orf39,C22orf39
Mon1,Mon1
CG11926,Mon1
DmelCG11926,Mon1
NP_608868,Mon1
ZRT1,ZRT1
L000003260,ZRT1
"high-affinity Zn(2+) transporter ZRT1",ZRT1
C6_02470W_A,C6_02470W_A
C6_02470W,C6_02470W_A
C6_02470W_B,C6_02470W_A
CA2519,C6_02470W_A
CAWG_05121,C6_02470W_A
CaO19.12962,C6_02470W_A
CaO19.5516,C6_02470W_A
CaO6.4458,C6_02470W_A
IPF21582.1,C6_02470W_A
IPF4313.2,C6_02470W_A
SRP72,SRP72
orf19.12962,C6_02470W_A
orf19.5516,C6_02470W_A
orf6.4458,C6_02470W_A
C5orf60,C5orf60
AT5G47180,AT5G47180
MQL5.3,AT5G47180
MQL5_3,AT5G47180
PHTF1,PHTF1
PHTF,PHTF1
H2AFB3,H2AFB3
H2ABBD,H2AFB3
H2AFB,H2AFB3
SPCC16A11.01,SPCC16A11.01
SPCC63.15,SPCC16A11.01
Ncbp1,Ncbp1
AU014645,Ncbp1
AW538051,Ncbp1
CBP80,ABH1
PIGL,PIGL
CHIME,PIGL
Sld5,Gins4
CG14549,Sld5
DmelCG14549,Sld5
anon-WO0172774.61,Sld5
Rbp9,Rbp9
CG15402,Rbp9
CG3151,Rbp9
DmelCG3151,Rbp9
RBP9-2,Rbp9
RRM10,Rbp9
RRM9,Rbp9
Rbp10,Rbp9
Rpb9,Rbp9
fes,fes
"fs(2)B",Rbp9
rbp,br
rbp9a,Rbp9
R107.2,R107.2
rimO,rimO
ECK0825,rimO
JW0819,rimO
yliG,yliG
lsk1,lsk1
MYOZ1,MYOZ1
CS-2,CSH2
FATZ,Myoz1
MYOZ,MYOZ1
SPBC28F2.05c,SPBC28F2.05c
Acot5,Acot5
BC016076,Acot5
PTE-Ic,Acot5
Y37D8A.2,Y37D8A.2
CG13614,CG13614
DmelCG13614,CG13614
CG15211,CG15211
DmelCG15211,CG15211
dli-1,dli-1
HOMEZ,HOMEZ
KIAA1443,HOMEZ
Notch2,Notch2
AI853703,Notch2
N2,wapl
FXR1,FXR1
FXR1P,FXR1
Mcm4,Mcm4
19G,Mcm4
AI325074,Mcm4
AU045576,Mcm4
Cdc21,Mcm4
Mcmd4,Mcm4
mKIAA4003,Mcm4
mcdc21,Mcm4
Iars2,Iars2
2010002H18Rik,Rab3gap2
C79125,Iars2
DCG1,DCG1
L000000497,DCG1
VPS38,UVRAG
L000003511,VPS38
VPL17,VPS38
CJD1,CJD1
Chloroplast J-like domain 1,CJD1
F22O13.12,CJD1
F22O13_12,CJD1
AT3G25610,AT3G25610
T5M7.10,AT3G25610
AT3G11340,AT3G11340
SNX18,SNX18
SH3PX2,SNX18
SH3PXD3B,SNX18
SNAG1,SNX18
Sh3d21,Sh3d21
1700029G01Rik,Sh3d21
AU019788,Sh3d21
frlA,frlA
pme-1,pme-1
CELE_Y71F9AL.18,pme-1
DDB_G0289357,DDB_G0289357
DDBDRAFT_0188381,DDB_G0289357
DDB_0188381,DDB_G0289357
CHADL,CHADL
SLRR4B,CHADL
pgp-6,pgp-6
sle1,sle1
SPAC1A6.07,sle1
seg1,sle1
Cwf19l1,Cwf19l1
2610528C06Rik,Cwf19l1
AI854304,Cwf19l1
AV336991,Cwf19l1
"tK(UUU)G2","tK(UUU)G2"
L000003845,"tK(UUU)G2"
OBP3,OBP3
OBF-binding protein 3,OBP3
ZINC FINGER PROTEIN OBP3,OBP3
abt-5,abt-5
CELE_Y53C10A.9,abt-5
MURC,MURC
CAVIN4,MURC
cavin-4,MURC
F57B10.4,F57B10.4
Bfsp1,Bfsp1
CP95,Bfsp1
yejK,yejK
AT5G66250,AT5G66250
K1L20.3,AT5G66250
K1L20_3,AT5G66250
TMEM233,TMEM233
DSPB2,TMEM233
IFITMD2,TMEM233
phy-3,phy-3
CELE_T20B3.7,phy-3
AT2G04390,AT2G04390
T1O3.20,AT2G04390
T1O3_20,AT2G04390
ife-1,ife-1
ZCCHC13,ZCCHC13
CNBP2,ZCCHC13
ZNF9L,ZCCHC13
AGFG2,AGFG2
HRBL,AGFG2
RABR,Agfg2
CG8728,CG8728
DmelCG8728,CG8728
DUT1,DUT1
L000000537,DUT1
bifunctional dITP/dUTP diphosphatase,DUT1
DYT1,TOR1A
DYSFUNCTIONAL TAPETUM 1,DYT1
T6K22.60,DYT1
T6K22_60,DYT1
Stat6,Stat6
CHRM4,CHRM4
HM4,CHRM4
M4R,CHRM4
irx-1,irx-1
CELE_C36F7.1,irx-1
HP5,HP5
CG1745,HP5
DmelCG1745,HP5
UL52,UL52
ndhJ,ndhJ
SPBC1709.14,SPBC1709.14
GAMMA CA1,GAMMA CA1
gamma carbonic anhydrase 1,GAMMA CA1
Tex15,Tex15
2210014E14Rik,Tex15
AL022622,Tex15
AU022940,Tex15
CG11023,CG11023
DmelCG11023,CG11023
CR43467,CR43467
DmelCR43467,CR43467
Kdr,Kdr
6130401C07,Kdr
Flk-1,Kdr
Flk1,Kdr
Krd-1,Kdr
Ly73,Kdr
VEGFR-2,Kdr
VEGFR2,KDR
sVEGFR-2,Kdr
VN1R5,VN1R5
V1RL5,VN1R5
TVP23,TVP23
AT5G28050,AT5G28050
F15F15.120,AT5G28050
F15F15_120,AT5G28050
fam98a,fam98a
Pou3f2,Pou3f2
9430075J19Rik,Pou3f2
A230098E07Rik,Pou3f2
Brn-2,Pou3f2
Brn2,Pou3f2
OTF-7,POU3F2
Otf7,Pou3f2
oct-7,POU3F2
AT1G27280,AT1G27280
F17L21.6,AT1G27280
F17L21_6,AT1G27280
pldB,pldB
AT5G65950,AT5G65950
K14B20.12,AT5G65950
K14B20_12,AT5G65950
Ror1,Ror1
2810404D04Rik,Ror1
Ntrkr1,Ror1
mRor1,Ror1
yraN,yraN
ZC443.4,ZC443.4
Hbb-bt,Hbb-bt
Beta-t,Hbb-bt
UBXN11,UBXN11
COA-1,UBXN11
SOC,UBXN11
SOCI,UBXN11
UBXD5,UBXN11
Irak3,Irak3
4833428C18Rik,Irak3
AI563835,Irak3
IRAK-M,Irak3
BRE5,BRE5
STD1,STD1
L000002111,STD1
MSN3,STD1
SFS3,STD1
Commd4,Commd4
1110039H05Rik,Commd4
Btaf1,Btaf1
AI414500,Btaf1
AI447930,Btaf1
E430027O22Rik,Btaf1
TAF170,Btaf1
alphaKap4,alphaKap4
CG10478,alphaKap4
CG11040,alphaKap4
DmelCG10478,alphaKap4
g7295403,alphaKap4
POLR1E,POLR1E
PAF53,POLR1E
PRAF1,RABAC1
gipc-1,gipc-1
CELE_C35D10.2,gipc-1
Triobp,Triobp
PF14_0292,PF14_0292
AT3G27860,AT3G27860
gop-2,gop-2
CELE_C34E10.2,gop-2
Auts2,Auts2
2700063G02Rik,Auts2
A730011F23Rik,Auts2
D830032G16Rik,Auts2
hcn1,hcn1
yjjU,yjjU
ECK4369,yjjU
JW4340,yjjU
BLK,BLK
MODY11,BLK
ALPL,ALPL
AP-TNAP,ALPL
APTNAP,Alpl
HOPS,ALPL
TNAP,Alpl
TNSALP,Alpl
ZNF440,ZNF440
EXTL3,EXTL3
BOTV,EXTL3
EXTL1L,EXTL3
EXTR1,EXTL3
REGR,EXTL3
RPR,EXTL3
ubc8,ubc8
ucr-2.1,ucr-2.1
K03H4.2,K03H4.2
SSH4,SSH4
L000002951,SSH4
MLF4,SSH4
PCL5,PCL5
L000004037,PCL5
